schema	tiler.apple-contraction-pragma-runtime/v1
case.contraction_pair.fast.opt-size.control.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fc58f9d 40200000
case.contraction_pair.fast.opt-size.control.witness	executed
case.contraction_pair.fast.opt-size.control.verdict	fused
case.contraction_pair.fast.opt-size.pragma.applied_options	math=fast,fpfun=precise,lang=3.1,opt=size
case.contraction_pair.fast.opt-size.pragma.results	3f800000 3f800000 3f800000 3f800000 3f800000 3f800000 3fc58f9e 40200000
case.contraction_pair.fast.opt-size.pragma.witness	executed
case.contraction_pair.fast.opt-size.pragma.verdict	unfused
case.contraction_pair_f16.relaxed.opt-default.control.applied_options	math=relaxed,fpfun=precise,lang=3.1,opt=default
case.contraction_pair_f16.relaxed.opt-default.control.results	3c00 3c00 3c00 3c00 3c00 3c00 3e01 4101
case.contraction_pair_f16.relaxed.opt-default.control.witness	executed
case.contraction_pair_f16.relaxed.opt-default.control.verdict	fused
case.contraction_pair_f16.relaxed.opt-default.pragma.applied_options	math=relaxed,fpfun=precise,lang=3.1,opt=default
case.contraction_pair_f16.relaxed.opt-default.pragma.results	3c00 3c00 3c00 3c00 3c00 3c00 3e00 4101
case.contraction_pair_f16.relaxed.opt-default.pragma.witness	executed
case.contraction_pair_f16.relaxed.opt-default.pragma.verdict	unfused
case.contraction_pair_f16.relaxed.opt-size.control.applied_options	math=relaxed,fpfun=precise,lang=3.1,opt=size
case.contraction_pair_f16.relaxed.opt-size.control.results	3c00 3c00 3c00 3c00 3c00 3c00 3e01 4101
case.contraction_pair_f16.relaxed.opt-size.control.witness	executed
case.contraction_pair_f16.relaxed.opt-size.control.verdict	fused
case.contraction_pair_f16.relaxed.opt-size.pragma.applied_options	math=relaxed,fpfun=precise,lang=3.1,opt=size
case.contraction_pair_f16.relaxed.opt-size.pragma.results	3c00 3c00 3c00 3c00 3c00 3c00 3e00 4101
case.contraction_pair_f16.relaxed.opt-size.pragma.witness	executed
case.contraction_pair_f16.relaxed.opt-size.pragma.verdict	unfused
case.contraction_pair_f16.fast.opt-default.control.applied_options	math=fast,fpfun=precise,lang=3.1,opt=default
case.contraction_pair_f16.fast.opt-default.control.results	3c00 3c00 3c00 3c00 3c00 3c00 3e01 4101
case.contraction_pair_f16.fast.opt-default.control.witness	executed
case.contraction_pair_f16.fast.opt-default.control.verdict	fused
case.contraction_pair_f16.fast.opt-default.pragma.applied_options	math=fast,fpfun=precise,lang=3.1,opt=default
case.contraction_pair_f16.fast.opt-default.pragma.results	3c00 3c00 3c00 3c00 3c00 3c00 3e00 4101
case.contraction_pair_f16.fast.opt-default.pragma.witness	executed
case.contraction_pair_f16.fast.opt-default.pragma.verdict	unfused
case.contraction_pair_f16.fast.opt-size.control.applied_options	math=fast,fpfun=precise,lang=3.1,opt=size
case.contraction_pair_f16.fast.opt-size.control.results	3c00 3c00 3c00 3c00 3c00 3c00 3e01 4101
case.contraction_pair_f16.fast.opt-size.control.witness	executed
case.contraction_pair_f16.fast.opt-size.control.verdict	fused
case.contraction_pair_f16.fast.opt-size.pragma.applied_options	math=fast,fpfun=precise,lang=3.1,opt=size
case.contraction_pair_f16.fast.opt-size.pragma.results	3c00 3c00 3c00 3c00 3c00 3c00 3e00 4101
case.contraction_pair_f16.fast.opt-size.pragma.witness	executed
case.contraction_pair_f16.fast.opt-size.pragma.verdict	unfused
summary.cells	12
summary.control_fused	12
summary.pragma_unfused	12
summary.pragma_fused	0
summary.pragma_other	0
